"gene","gene_upper","codingLenInTarget"
"SIGLECL1","SIGLECL1",594
"SIK2","SIK2",2781
"SIKE1","SIKE1",636
"SIL1","SIL1",1386
"SIM1","SIM1",2301
"SIM2","SIM2",2141
"SIMC1","SIMC1",1374
"SIPA1","SIPA1",3129
"SIRPA","SIRPA",1515
"SIRPB1","SIRPB1",2318
"SIRPB2","SIRPB2",1029
"SIRPD","SIRPD",594
"SIRPG","SIRPG",1164
"SIT1","SIT1",591
"SIVA1","SIVA1",528
"SIX1","SIX1",855
"SIX2","SIX2",876
"SIX3","SIX3",999
"SIX4","SIX4",2346
"SIX5","SIX5",2220
"SIX6","SIX6",741
"SKAP1","SKAP1",1080
"SKAP2","SKAP2",1080
"SKIV2L","SKIV2L",976
"SKOR1","SKOR1",1942
"SKP1","SKP1",519
"SLA2","SLA2",786
"SLAIN1","SLAIN1",1102
"SLAMF1","SLAMF1",1008
"SLAMF6","SLAMF6",999
"SLAMF7","SLAMF7",1008
"SLAMF8","SLAMF8",858
"SLAMF9","SLAMF9",870
"SLBP","SLBP",813
"SLC10A1","SLC10A1",1050
"SLC10A2","SLC10A2",1047
"SLC10A3","SLC10A3",1434
"SLC10A4","SLC10A4",1314
"SLC10A5","SLC10A5",1317
"SLC10A6","SLC10A6",1134
"SLC10A7","SLC10A7",1068
"SLC11A1","SLC11A1",1653
"SLC11A2","SLC11A2",1724
"SLC12A1","SLC12A1",3396
"SLC12A2","SLC12A2",3639
"SLC12A3","SLC12A3",3093
"SLC12A7","SLC12A7",3252
"SLC12A8","SLC12A8",2145
"SLC13A1","SLC13A1",1788
"SLC13A2","SLC13A2",1926
"SLC13A3","SLC13A3",1809
"SLC13A4","SLC13A4",1881
"SLC13A5","SLC13A5",1707
"SLC14A1","SLC14A1",1338
"SLC14A2","SLC14A2",2763
"SLC15A1","SLC15A1",2127
"SLC15A2","SLC15A2",2190
"SLC15A3","SLC15A3",1746
"SLC15A4","SLC15A4",1734
"SLC15A5","SLC15A5",1740
"SLC16A1","SLC16A1",1503
"SLC16A11","SLC16A11",1416
"SLC16A12","SLC16A12",1481
"SLC16A13","SLC16A13",1281
"SLC16A3","SLC16A3",1398
"SLC16A4","SLC16A4",1484
"SLC16A6","SLC16A6",1572
"SLC16A7","SLC16A7",1437
"SLC16A8","SLC16A8",1515
"SLC16A9","SLC16A9",1530
"SLC17A2","SLC17A2",1311
"SLC17A4","SLC17A4",1494
"SLC17A5","SLC17A5",1488
"SLC17A6","SLC17A6",1749
"SLC17A8","SLC17A8",1770
"SLC17A9","SLC17A9",1311
"SLC18A1","SLC18A1",1578
"SLC18A2","SLC18A2",1545
"SLC18A3","SLC18A3",1599
"SLC18B1","SLC18B1",1371
"SLC19A1","SLC19A1",1776
"SLC19A3","SLC19A3",1491
"SLC1A1","SLC1A1",1575
"SLC1A3","SLC1A3",1646
"SLC1A4","SLC1A4",1599
"SLC1A5","SLC1A5",1629
"SLC1A6","SLC1A6",1699
"SLC1A7","SLC1A7",1683
"SLC20A1","SLC20A1",2040
"SLC20A2","SLC20A2",1959
"SLC22A1","SLC22A1",1665
"SLC22A10","SLC22A10",1626
"SLC22A12","SLC22A12",1662
"SLC22A13","SLC22A13",1656
"SLC22A14","SLC22A14",1785
"SLC22A15","SLC22A15",1644
"SLC22A16","SLC22A16",1734
"SLC22A18AS","SLC22A18AS",762
"SLC22A2","SLC22A2",1668
"SLC22A20","SLC22A20",879
"SLC22A23","SLC22A23",2061
"SLC22A25","SLC22A25",1644
"SLC22A3","SLC22A3",1671
"SLC22A4","SLC22A4",1656
"SLC22A5","SLC22A5",1674
"SLC22A7","SLC22A7",1647
"SLC22A8","SLC22A8",1629
"SLC23A2","SLC23A2",1953
"SLC23A3","SLC23A3",1857
"SLC24A1","SLC24A1",3300
"SLC24A3","SLC24A3",1935
"SLC24A4","SLC24A4",1848
"SLC24A5","SLC24A5",1503
"SLC25A1","SLC25A1",956
"SLC25A10","SLC25A10",911
"SLC25A11","SLC25A11",945
"SLC25A12","SLC25A12",2037
"SLC25A13","SLC25A13",2031
"SLC25A14","SLC25A14",978
"SLC25A15","SLC25A15",906
"SLC25A16","SLC25A16",999
"SLC25A18","SLC25A18",948
"SLC25A19","SLC25A19",963
"SLC25A2","SLC25A2",906
"SLC25A20","SLC25A20",906
"SLC25A21","SLC25A21",901
"SLC25A22","SLC25A22",972
"SLC25A25","SLC25A25",1890
"SLC25A26","SLC25A26",825
"SLC25A27","SLC25A27",972
"SLC25A28","SLC25A28",1095
"SLC25A3","SLC25A3",1211
"SLC25A30","SLC25A30",876
"SLC25A31","SLC25A31",948
"SLC25A32","SLC25A32",948
"SLC25A33","SLC25A33",966
"SLC25A34","SLC25A34",915
"SLC25A35","SLC25A35",888
"SLC25A36","SLC25A36",936
"SLC25A37","SLC25A37",1017
"SLC25A38","SLC25A38",915
"SLC25A4","SLC25A4",897
"SLC25A40","SLC25A40",1017
"SLC25A41","SLC25A41",1113
"SLC25A42","SLC25A42",957
"SLC25A44","SLC25A44",945
"SLC25A45","SLC25A45",867
"SLC25A47","SLC25A47",927
"SLC25A48","SLC25A48",474
"SLC25A5","SLC25A5",897
"SLC25A51","SLC25A51",894
"SLC25A52","SLC25A52",914
"SLC25A53","SLC25A53",924
"SLC26A1","SLC26A1",2205
"SLC26A10","SLC26A10",1692
"SLC26A11","SLC26A11",1821
"SLC26A2","SLC26A2",2220
"SLC26A3","SLC26A3",2295
"SLC26A4","SLC26A4",2343
"SLC26A6","SLC26A6",2336
"SLC26A8","SLC26A8",2913
"SLC26A9","SLC26A9",2668
"SLC27A1","SLC27A1",1941
"SLC27A2","SLC27A2",1863
"SLC27A3","SLC27A3",2193
"SLC27A4","SLC27A4",1932
"SLC27A5","SLC27A5",2073
"SLC27A6","SLC27A6",1860
"SLC28A1","SLC28A1",2017
"SLC28A2","SLC28A2",1977
"SLC28A3","SLC28A3",2076
"SLC29A1","SLC29A1",1371
"SLC29A2","SLC29A2",1371
"SLC29A3","SLC29A3",1432
"SLC29A4","SLC29A4",1593
"SLC2A1","SLC2A1",1479
"SLC2A11","SLC2A11",1563
"SLC2A12","SLC2A12",1854
"SLC2A13","SLC2A13",1947
"SLC2A14","SLC2A14",1476
"SLC2A2","SLC2A2",1575
"SLC2A3","SLC2A3",1491
"SLC2A4","SLC2A4",1530
"SLC2A4RG","SLC2A4RG",1164
"SLC2A5","SLC2A5",1670
"SLC2A6","SLC2A6",1524
"SLC2A7","SLC2A7",1539
"SLC2A8","SLC2A8",1434
"SLC30A1","SLC30A1",1524
"SLC30A10","SLC30A10",1458
"SLC30A2","SLC30A2",1119
"SLC30A3","SLC30A3",1167
"SLC30A4","SLC30A4",1290
"SLC30A6","SLC30A6",1386
"SLC30A7","SLC30A7",1131
"SLC30A8","SLC30A8",1110
"SLC30A9","SLC30A9",1707
"SLC31A1","SLC31A1",573
"SLC31A2","SLC31A2",432
"SLC32A1","SLC32A1",1578
"SLC33A1","SLC33A1",1650
"SLC34A1","SLC34A1",2007
"SLC34A2","SLC34A2",2073
"SLC34A3","SLC34A3",1800
"SLC35A1","SLC35A1",1014
"SLC35A2","SLC35A2",1347
"SLC35A4","SLC35A4",975
"SLC35A5","SLC35A5",1275
"SLC35B1","SLC35B1",989
"SLC35B2","SLC35B2",1299
"SLC35B3","SLC35B3",1206
"SLC35B4","SLC35B4",996
"SLC35C1","SLC35C1",1095
"SLC35D1","SLC35D1",1068
"SLC35D2","SLC35D2",1014
"SLC35D3","SLC35D3",1251
"SLC35E2","SLC35E2",801
"SLC35E3","SLC35E3",942
"SLC35E4","SLC35E4",1053
"SLC35F1","SLC35F1",1227
"SLC35F3","SLC35F3",1473
"SLC35F4","SLC35F4",1352
"SLC35F5","SLC35F5",1572
"SLC35F6","SLC35F6",1116
"SLC35G1","SLC35G1",1098
"SLC35G2","SLC35G2",1239
"SLC35G3","SLC35G3",1017
"SLC35G5","SLC35G5",1017
"SLC35G6","SLC35G6",1017
"SLC36A1","SLC36A1",1431
"SLC36A2","SLC36A2",1452
"SLC36A3","SLC36A3",1413
"SLC36A4","SLC36A4",1515
"SLC37A2","SLC37A2",1534
"SLC37A3","SLC37A3",1634
"SLC37A4","SLC37A4",1356
"SLC38A10","SLC38A10",3638
"SLC38A11","SLC38A11",1155
"SLC38A2","SLC38A2",1521
"SLC38A4","SLC38A4",1644
"SLC38A5","SLC38A5",1419
"SLC38A6","SLC38A6",1371
"SLC38A7","SLC38A7",1389
"SLC38A8","SLC38A8",1308
"SLC39A1","SLC39A1",975
"SLC39A10","SLC39A10",2496
"SLC39A11","SLC39A11",1029
"SLC39A13","SLC39A13",1116
"SLC39A14","SLC39A14",1649
"SLC39A2","SLC39A2",930
"SLC39A3","SLC39A3",1053
"SLC39A4","SLC39A4",2061
"SLC39A5","SLC39A5",1623
"SLC39A7","SLC39A7",684
"SLC39A8","SLC39A8",1452
"SLC39A9","SLC39A9",924
"SLC3A1","SLC3A1",2058
"SLC3A2","SLC3A2",1707
"SLC40A1","SLC40A1",1716
"SLC41A1","SLC41A1",1542
"SLC41A2","SLC41A2",1722
"SLC43A1","SLC43A1",1680
"SLC43A2","SLC43A2",1710
"SLC43A3","SLC43A3",1496
"SLC44A1","SLC44A1",1974
"SLC44A2","SLC44A2",2152
"SLC44A3","SLC44A3",1962
"SLC44A4","SLC44A4",835
"SLC45A1","SLC45A1",2247
"SLC45A2","SLC45A2",1608
"SLC45A3","SLC45A3",1662
"SLC45A4","SLC45A4",2397
"SLC46A1","SLC46A1",1380
"SLC46A2","SLC46A2",1428
"SLC46A3","SLC46A3",1396
"SLC47A1","SLC47A1",1713
"SLC47A2","SLC47A2",1809
"SLC48A1","SLC48A1",441
"SLC4A1","SLC4A1",2736
"SLC4A10","SLC4A10",3267
"SLC4A11","SLC4A11",2676
"SLC4A1AP","SLC4A1AP",2391
"SLC4A5","SLC4A5",3414
"SLC4A7","SLC4A7",3645
"SLC4A9","SLC4A9",2900
"SLC50A1","SLC50A1",666
"SLC51A","SLC51A",1023
"SLC51B","SLC51B",387
"SLC52A1","SLC52A1",1347
"SLC52A2","SLC52A2",1338
"SLC52A3","SLC52A3",1410
"SLC5A10","SLC5A10",1839
"SLC5A11","SLC5A11",2028
"SLC5A12","SLC5A12",1857
"SLC5A2","SLC5A2",2019
"SLC5A3","SLC5A3",2157
"SLC5A4","SLC5A4",1980
"SLC5A5","SLC5A5",1932
"SLC5A6","SLC5A6",1908
"SLC5A7","SLC5A7",1743
"SLC5A8","SLC5A8",1833
"SLC5A9","SLC5A9",2121
"SLC6A11","SLC6A11",1899
"SLC6A12","SLC6A12",1845
"SLC6A14","SLC6A14",1929
"SLC6A15","SLC6A15",2307
"SLC6A16","SLC6A16",2211
"SLC6A18","SLC6A18",1887
"SLC6A19","SLC6A19",1905
"SLC6A2","SLC6A2",1874
"SLC6A20","SLC6A20",1779
"SLC6A3","SLC6A3",1863
"SLC6A4","SLC6A4",1893
"SLC6A5","SLC6A5",2394
"SLC6A6","SLC6A6",1867
"SLC6A7","SLC6A7",1911
"SLC6A9","SLC6A9",2151
"SLC7A1","SLC7A1",1890
"SLC7A10","SLC7A10",1572
"SLC7A11","SLC7A11",1506
"SLC7A13","SLC7A13",1413
"SLC7A14","SLC7A14",2316
"SLC7A2","SLC7A2",2234
"SLC7A3","SLC7A3",1860
"SLC7A4","SLC7A4",1908
"SLC7A5","SLC7A5",1524
"SLC7A6OS","SLC7A6OS",930
"SLC7A8","SLC7A8",1608
"SLC7A9","SLC7A9",1464
"SLC8A3","SLC8A3",2891
"SLC8B1","SLC8B1",1755
"SLC9A1","SLC9A1",2448
"SLC9A2","SLC9A2",2439
"SLC9A3R1","SLC9A3R1",1077
"SLC9A3R2","SLC9A3R2",1014
"SLC9A4","SLC9A4",2397
"SLC9A5","SLC9A5",2691
"SLC9A6","SLC9A6",2106
"SLC9A7","SLC9A7",2190
"SLC9A8","SLC9A8",1794
"SLC9A9","SLC9A9",1938
"SLC9B1","SLC9B1",1535
"SLC9C1","SLC9C1",3534
"SLC9C2","SLC9C2",3375
"SLCO1A2","SLCO1A2",2013
"SLCO1B1","SLCO1B1",2076
"SLCO1B3","SLCO1B3",2109
"SLCO1B7","SLCO1B7",1923
"SLCO2A1","SLCO2A1",1932
"SLCO2B1","SLCO2B1",2130
"SLCO3A1","SLCO3A1",2216
"SLCO4C1","SLCO4C1",2175
"SLCO6A1","SLCO6A1",2160
"SLFN11","SLFN11",2706
"SLFN12","SLFN12",1737
"SLFN12L","SLFN12L",1753
"SLFN13","SLFN13",2694
"SLFN14","SLFN14",2739
"SLFNL1","SLFNL1",1224
"SLIRP","SLIRP",345
"SLIT1","SLIT1",4605
"SLIT2","SLIT2",4590
"SLIT3","SLIT3",4592
"SLITRK1","SLITRK1",2091
"SLITRK2","SLITRK2",2538
"SLITRK3","SLITRK3",2934
"SLITRK4","SLITRK4",2514
"SLK","SLK",3708
"SLMAP","SLMAP",2436
"SLMO1","SLMO1",519
"SLMO2","SLMO2",585
"SLN","SLN",96
"SLPI","SLPI",399
"SLTM","SLTM",3105
"SLU7","SLU7",1761
"SLURP1","SLURP1",312
"SLX1A","SLX1A",1656
"SLX1B","SLX1B",1656
"SLX4IP","SLX4IP",1227
"SMAD3","SMAD3",1352
"SMAD5","SMAD5",1397
"SMAD6","SMAD6",1525
"SMAD7","SMAD7",1314
"SMAD9","SMAD9",1404
"SMAGP","SMAGP",294
"SMARCA5","SMARCA5",3159
"SMC1B","SMC1B",3708
"SMCO2","SMCO2",1032
"SMCO3","SMCO3",678
"SMCO4","SMCO4",180
"SMCP","SMCP",351
"SMCR7","SMCR7",1398
"SMCR8","SMCR8",2814
"SMDT1","SMDT1",324
"SMG5","SMG5",3051
"SMG8","SMG8",2976
"SMG9","SMG9",1563
"SMIM1","SMIM1",237
"SMIM10","SMIM10",252
"SMIM11","SMIM11",177
"SMIM12","SMIM12",279
"SMIM13","SMIM13",276
"SMIM14","SMIM14",300
"SMIM15","SMIM15",225
"SMIM19","SMIM19",324
"SMIM20","SMIM20",204
"SMIM21","SMIM21",306
"SMIM3","SMIM3",62
"SMIM4","SMIM4",213
"SMIM5","SMIM5",234
"SMIM6","SMIM6",189
"SMIM7","SMIM7",228
"SMIM8","SMIM8",294
"SMIM9","SMIM9",300
"SMOC1","SMOC1",1308
"SMOC2","SMOC2",1374
"SMOX","SMOX",1758
"SMPD1","SMPD1",1896
"SMPD2","SMPD2",1272
"SMPD4","SMPD4",2601
"SMPDL3A","SMPDL3A",1362
"SMPDL3B","SMPDL3B",1485
"SMPX","SMPX",267
"SMR3A","SMR3A",405
"SMR3B","SMR3B",240
"SMS","SMS",1101
"SMTN","SMTN",2943
"SMTNL1","SMTNL1",1485
"SMTNL2","SMTNL2",1386
"SMU1","SMU1",1542
"SMUG1","SMUG1",813
"SMURF1","SMURF1",2274
"SNAI1","SNAI1",795
"SNAI3","SNAI3",879
"SNAP23","SNAP23",636
"SNAP29","SNAP29",777
"SNAP47","SNAP47",1395
"SNAPC1","SNAPC1",1107
"SNAPC2","SNAPC2",1005
"SNAPC4","SNAPC4",4410
"SNAPIN","SNAPIN",411
"SNCA","SNCA",423
"SNCB","SNCB",405
"SNCG","SNCG",384
"SNED1","SNED1",4242
"SNF8","SNF8",777
"SNIP1","SNIP1",1191
"SNN","SNN",267
"SNRNP25","SNRNP25",399
"SNRNP27","SNRNP27",468
"SNRNP35","SNRNP35",756
"SNRNP40","SNRNP40",1074
"SNRNP48","SNRNP48",1020
"SNRNP70","SNRNP70",1314
"SNRPA1","SNRPA1",768
"SNRPB","SNRPB",734
"SNRPB2","SNRPB2",678
"SNRPC","SNRPC",480
"SNRPD1","SNRPD1",360
"SNRPD2","SNRPD2",357
"SNRPD3","SNRPD3",381
"SNRPE","SNRPE",279
"SNRPF","SNRPF",261
"SNRPG","SNRPG",231
"SNRPN","SNRPN",723
"SNTA1","SNTA1",1518
"SNTB1","SNTB1",1617
"SNTB2","SNTB2",1623
"SNTG1","SNTG1",1554
"SNTG2","SNTG2",1620
"SNTN","SNTN",444
"SNUPN","SNUPN",1083
"SNURF","SNURF",216
"SNW1","SNW1",1611
"SNX1","SNX1",1569
"SNX10","SNX10",621
"SNX11","SNX11",813
"SNX12","SNX12",489
"SNX13","SNX13",2874
"SNX14","SNX14",2841
"SNX15","SNX15",1029
"SNX16","SNX16",1035
"SNX17","SNX17",1413
"SNX18","SNX18",2141
"SNX2","SNX2",1560
"SNX20","SNX20",1086
"SNX21","SNX21",1144
"SNX22","SNX22",582
"SNX24","SNX24",510
"SNX25","SNX25",2523
"SNX27","SNX27",1587
"SNX29","SNX29",2437
"SNX3","SNX3",489
"SNX30","SNX30",1314
"SNX31","SNX31",1323
"SNX32","SNX32",1212
"SNX33","SNX33",1725
"SNX6","SNX6",1257
"SNX7","SNX7",1356
"SNX8","SNX8",1398
"SNX9","SNX9",1788
"SOAT1","SOAT1",1653
"SOAT2","SOAT2",1569
"SOCS1","SOCS1",636
"SOCS2","SOCS2",597
"SOCS3","SOCS3",678
"SOCS5","SOCS5",1611
"SOCS6","SOCS6",1608
"SOCS7","SOCS7",1746
"SOD1","SOD1",465
"SOD2","SOD2",669
"SOD3","SOD3",723
"SOGA1","SOGA1",5044
"SORBS3","SORBS3",2016
"SORCS2","SORCS2",3480
"SORCS3","SORCS3",3669
"SORD","SORD",1074
"SOS2","SOS2",3999
"SOST","SOST",642
"SOSTDC1","SOSTDC1",621
"SOWAHA","SOWAHA",1650
"SOWAHB","SOWAHB",2382
"SOWAHC","SOWAHC",1578
"SOWAHD","SOWAHD",948
"SOX13","SOX13",1869
"SOX14","SOX14",723
"SOX15","SOX15",702
"SOX17","SOX17",1245
"SOX18","SOX18",1155
"SOX2","SOX2",954
"SOX21","SOX21",831
"SOX3","SOX3",1341
"SOX30","SOX30",2262
"SOX7","SOX7",1167
"SOX8","SOX8",1341
"SOX9","SOX9",1530
"SP1","SP1",2358
"SP2","SP2",1842
"SP5","SP5",1197
"SP6","SP6",1131
"SP8","SP8",1527
"SP9","SP9",1455
"SPA17","SPA17",456
"SPACA1","SPACA1",885
"SPACA3","SPACA3",648
"SPACA4","SPACA4",375
"SPACA5","SPACA5",960
"SPACA5B","SPACA5B",960
"SPACA7","SPACA7",588
"SPAG1","SPAG1",2781
"SPAG11A","SPAG11A",327
"SPAG11B","SPAG11B",1038
"SPAG16","SPAG16",1912
"SPAG4","SPAG4",1314
"SPAG6","SPAG6",1530
"SPAG7","SPAG7",684
"SPAG8","SPAG8",1701
"SPAM1","SPAM1",1581
"SPANXA1","SPANXA1",588
"SPANXA2","SPANXA2",588
"SPANXB1","SPANXB1",624
"SPANXB2","SPANXB2",624
"SPANXC","SPANXC",294
"SPANXF1","SPANXF1",624
"SPANXN1","SPANXN1",219
"SPANXN2","SPANXN2",543
"SPANXN3","SPANXN3",426
"SPANXN4","SPANXN4",300
"SPANXN5","SPANXN5",219
"SPARC","SPARC",912
"SPATA12","SPATA12",573
"SPATA16","SPATA16",1710
"SPATA17","SPATA17",1086
"SPATA18","SPATA18",1617
"SPATA19","SPATA19",504
"SPATA2","SPATA2",1563
"SPATA20","SPATA20",2409
"SPATA21","SPATA21",1410
"SPATA22","SPATA22",1092
"SPATA24","SPATA24",618
"SPATA25","SPATA25",684
"SPATA2L","SPATA2L",1275
"SPATA3","SPATA3",579
"SPATA31A1","SPATA31A1",7594
"SPATA31A2","SPATA31A2",7594
"SPATA31A3","SPATA31A3",4044
"SPATA31A4","SPATA31A4",3855
"SPATA31A5","SPATA31A5",11443
"SPATA31A6","SPATA31A6",3724
"SPATA31A7","SPATA31A7",11443
"SPATA31C1","SPATA31C1",3567
"SPATA31C2","SPATA31C2",3344
"SPATA31D1","SPATA31D1",4731
"SPATA31D3","SPATA31D3",2754
"SPATA31D4","SPATA31D4",2754
"SPATA31E1","SPATA31E1",4338
"SPATA32","SPATA32",1155
"SPATA33","SPATA33",420
"SPATA4","SPATA4",918
"SPATA5L1","SPATA5L1",2262
"SPATA6","SPATA6",1467
"SPATA6L","SPATA6L",1005
"SPATA7","SPATA7",1800
"SPATA8","SPATA8",318
"SPATA9","SPATA9",765
"SPATC1","SPATC1",1776
"SPATC1L","SPATC1L",1023
"SPATS1","SPATS1",903
"SPATS2L","SPATS2L",1677
"SPCS1","SPCS1",510
"SPCS2","SPCS2",681
"SPCS3","SPCS3",543
"SPDEF","SPDEF",1008
"SPDYA","SPDYA",953
"SPDYE1","SPDYE1",464
"SPDYE2","SPDYE2",1398
"SPDYE2B","SPDYE2B",1398
"SPDYE3","SPDYE3",741
"SPDYE4","SPDYE4",714
"SPDYE5","SPDYE5",59
"SPDYE6","SPDYE6",394
"SPECC1","SPECC1",3273
"SPEF1","SPEF1",711
"SPEF2","SPEF2",5490
"SPEM1","SPEM1",930
"SPERT","SPERT",1347
"SPESP1","SPESP1",1053
"SPG20","SPG20",2001
"SPG21","SPG21",927
"SPG7","SPG7",2534
"SPHAR","SPHAR",192
"SPHK1","SPHK1",1455
"SPHK2","SPHK2",1965
"SPI1","SPI1",816
"SPIB","SPIB",789
"SPIC","SPIC",745
"SPICE1","SPICE1",2568
"SPIDR","SPIDR",2748
"SPIN2A","SPIN2A",777
"SPIN2B","SPIN2B",777
"SPIN3","SPIN3",777
"SPIN4","SPIN4",750
"SPINK1","SPINK1",240
"SPINK13","SPINK13",285
"SPINK14","SPINK14",294
"SPINK2","SPINK2",348
"SPINK4","SPINK4",261
"SPINK6","SPINK6",243
"SPINK7","SPINK7",258
"SPINK8","SPINK8",294
"SPINK9","SPINK9",261
"SPINT1","SPINT1",1590
"SPINT2","SPINT2",759
"SPINT3","SPINT3",270
"SPINT4","SPINT4",300
"SPIRE2","SPIRE2",2145
"SPN","SPN",1203
"SPNS2","SPNS2",1650
"SPNS3","SPNS3",1539
"SPO11","SPO11",1191
"SPOCD1","SPOCD1",3651
"SPOCK1","SPOCK1",1320
"SPOCK2","SPOCK2",1320
"SPOCK3","SPOCK3",1322
"SPON1","SPON1",2423
"SPON2","SPON2",996
"SPOP","SPOP",1125
"SPOPL","SPOPL",1179
"SPP1","SPP1",945
"SPP2","SPP2",636
"SPPL2A","SPPL2A",1563
"SPPL2B","SPPL2B",1799
"SPPL2C","SPPL2C",2055
"SPR","SPR",786
"SPRED2","SPRED2",1274
"SPRED3","SPRED3",1233
"SPRR1B","SPRR1B",270
"SPRR2A","SPRR2A",219
"SPRR2B","SPRR2B",219
"SPRR2D","SPRR2D",219
"SPRR2E","SPRR2E",219
"SPRR2F","SPRR2F",219
"SPRR2G","SPRR2G",222
"SPRR3","SPRR3",510
"SPRR4","SPRR4",240
"SPRY1","SPRY1",960
"SPRY2","SPRY2",948
"SPRY3","SPRY3",1734
"SPRY4","SPRY4",969
"SPRYD3","SPRYD3",1329
"SPRYD4","SPRYD4",624
"SPRYD7","SPRYD7",591
"SPSB1","SPSB1",822
"SPSB2","SPSB2",792
"SPSB3","SPSB3",1068
"SPTA1","SPTA1",7260
"SPTBN4","SPTBN4",7789
"SPTBN5","SPTBN5",11025
"SPTLC1","SPTLC1",1450
"SPTLC2","SPTLC2",1689
"SPTLC3","SPTLC3",1659
"SPTSSA","SPTSSA",216
"SPTSSB","SPTSSB",231
"SPTY2D1","SPTY2D1",2058
"SPZ1","SPZ1",1293
"SQRDL","SQRDL",1353
"SQSTM1","SQSTM1",1323
"SRA1","SRA1",770
"SRCRB4D","SRCRB4D",1728
"SRD5A3","SRD5A3",957
"SREBF1","SREBF1",3534
"SREK1","SREK1",1875
"SRGAP2","SRGAP2",2956
"SRGAP2B","SRGAP2B",1113
"SRGAP2C","SRGAP2C",1113
"SRGAP2D","SRGAP2D",914
"SRGN","SRGN",477
"SRI","SRI",621
"SRL","SRL",1422
"SRM","SRM",909
"SRMS","SRMS",1467
"SRP14","SRP14",411
"SRP19","SRP19",455
"SRP54","SRP54",1515
"SRP68","SRP68",1884
"SRP9","SRP9",261
"SRPK2","SRPK2",2138
"SRPK3","SRPK3",1704
"SRPRB","SRPRB",816
"SRPX","SRPX",1395
"SRPX2","SRPX2",1398
"SRRD","SRRD",1020
"SRRM1","SRRM1",2715
"SRRM3","SRRM3",1961
"SRRM4","SRRM4",1836
"SRRM5","SRRM5",2148
"SRRT","SRRT",2631
"SRSF10","SRSF10",1700
"SRSF11","SRSF11",1455
"SRSF12","SRSF12",786
"SRSF2","SRSF2",666
"SRSF3","SRSF3",495
"SRSF5","SRSF5",819
"SRSF6","SRSF6",1035
"SRSF8","SRSF8",848
"SRSF9","SRSF9",666
"SRXN1","SRXN1",414
"SRY","SRY",615
"SS18","SS18",1257
"SS18L2","SS18L2",234
"SSB","SSB",1227
"SSBP1","SSBP1",447
"SSBP3","SSBP3",1167
"SSBP4","SSBP4",1158
"SSFA2","SSFA2",3876
"SSH1","SSH1",3479
"SSH3","SSH3",1980
"SSMEM1","SSMEM1",735
"SSNA1","SSNA1",360
"SSPN","SSPN",732
"SSR3","SSR3",558
"SSR4","SSR4",546
"SSSCA1","SSSCA1",600
"SST","SST",351
"SSTR1","SSTR1",1176
"SSTR2","SSTR2",1110
"SSTR3","SSTR3",1257
"SSTR4","SSTR4",1167
"SSTR5","SSTR5",1095
"SSU72","SSU72",585
"SSUH2","SSUH2",1062
"SSX1","SSX1",466
"SSX2","SSX2",1426
"SSX2B","SSX2B",1426
"SSX2IP","SSX2IP",1845
"SSX3","SSX3",567
"SSX4","SSX4",1142
"SSX4B","SSX4B",1142
"SSX5","SSX5",690
"SSX7","SSX7",567
"ST13","ST13",1110
"ST18","ST18",3144
"ST20","ST20",195
"ST20-MTHFS","ST20-MTHFS",495
"ST3GAL2","ST3GAL2",1053
"ST3GAL4","ST3GAL4",1015
"ST3GAL5","ST3GAL5",1270
"ST3GAL6","ST3GAL6",1007
"ST5","ST5",3414
"ST6GAL1","ST6GAL1",1221
"ST6GAL2","ST6GAL2",1673
"ST6GALNAC1","ST6GALNAC1",1803
"ST6GALNAC2","ST6GALNAC2",1125
"ST6GALNAC3","ST6GALNAC3",928
"ST6GALNAC4","ST6GALNAC4",909
"ST6GALNAC5","ST6GALNAC5",1011
"ST6GALNAC6","ST6GALNAC6",1002
"ST7L","ST7L",1767
"ST8SIA1","ST8SIA1",1071
"ST8SIA3","ST8SIA3",1143
"ST8SIA5","ST8SIA5",1131
"ST8SIA6","ST8SIA6",1197
"STAB1","STAB1",7713
"STAB2","STAB2",7656
"STAC","STAC",1209
"STAC2","STAC2",1236
"STAC3","STAC3",1095
"STAM2","STAM2",1578
"STAMBP","STAMBP",1275
"STAMBPL1","STAMBPL1",1311
"STAP1","STAP1",888
"STAP2","STAP2",1350
"STAR","STAR",858
"STARD13","STARD13",3501
"STARD3","STARD3",1351
"STARD3NL","STARD3NL",705
"STARD5","STARD5",642
"STARD6","STARD6",663
"STARD7","STARD7",1113
"STARD8","STARD8",3312
"STAT2","STAT2",2556
"STAT3","STAT3",2313
"STAT4","STAT4",2247
"STAT5A","STAT5A",2385
"STAT5B","STAT5B",2364
"STAT6","STAT6",2544
"STATH","STATH",189
"STAU2","STAU2",1851
"STBD1","STBD1",1077
"STC1","STC1",744
"STC2","STC2",909
"STEAP1","STEAP1",1020
"STEAP1B","STEAP1B",1062
"STEAP2","STEAP2",1548
"STEAP3","STEAP3",1497
"STEAP4","STEAP4",1380
"STH","STH",387
"STIM1","STIM1",2095
"STIM2","STIM2",2302
"STIP1","STIP1",1632
"STK10","STK10",2907
"STK11IP","STK11IP",3300
"STK16","STK16",918
"STK17A","STK17A",1245
"STK17B","STK17B",1119
"STK24","STK24",1374
"STK3","STK3",1476
"STK32A","STK32A",1220
"STK32B","STK32B",1245
"STK32C","STK32C",1461
"STK33","STK33",1545
